BPM,Energy,Danceability,Loudness,Liveness,Valence,Length,Acousticness,Speechiness,Popularity,is_recent,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6
108,57,66,-10,12,50,240,24,3,72,0,0,0,0,0,0,1,0
108,55,63,-13,6,20,299,72,6,67,0,0,0,0,0,0,1,0
93,46,45,-11,15,66,271,30,4,71,0,0,1,0,0,0,0,0
96,67,45,-9,80,58,123,9,7,65,0,0,0,0,0,0,0,1
131,76,48,-5,31,45,277,1,3,69,1,0,1,0,0,0,0,0
160,98,41,-4,8,35,323,0,5,56,0,0,1,0,0,0,0,0
186,99,38,-2,37,77,176,0,6,78,1,0,1,0,0,0,0,0
94,70,63,-5,8,53,261,17,2,74,1,0,1,0,0,0,0,0
68,58,23,-7,9,49,292,8,3,31,1,0,0,0,0,0,1,0
117,62,48,-7,26,15,241,6,4,58,1,0,1,0,0,0,0,0
176,74,66,-7,22,91,240,66,8,70,1,1,0,0,0,0,0,0
82,90,58,-3,6,68,191,19,6,87,1,0,0,0,0,0,1,0
103,95,54,-4,38,78,174,0,4,58,1,0,1,0,0,0,0,0
128,78,81,-4,19,82,220,6,5,38,1,0,0,0,0,0,1,0
142,97,48,-7,6,49,163,7,9,66,0,0,0,0,0,0,0,1
130,70,52,-7,13,35,268,4,4,41,1,0,0,0,0,0,1,0
138,99,51,-3,12,65,197,0,9,69,1,0,1,0,0,0,0,0
98,94,51,-10,14,50,394,17,4,71,0,0,1,0,0,0,0,0
107,80,82,-4,15,63,226,3,8,78,1,0,0,0,0,0,1,0
134,38,44,-16,7,30,192,66,3,32,0,0,0,1,0,0,0,0
117,47,73,-13,14,58,284,17,4,26,0,0,0,0,1,0,0,0
95,56,57,-7,11,50,232,10,5,73,0,0,0,0,0,0,1,0
141,63,41,-10,51,80,581,0,6,43,0,0,1,0,0,0,0,0
110,35,39,-10,11,16,306,67,3,19,1,0,0,0,1,0,0,0
102,73,48,-5,21,43,215,3,3,64,1,0,0,1,0,0,0,0
177,90,50,-7,14,77,183,36,18,79,0,0,1,0,0,0,0,0
136,17,54,-13,9,24,238,74,5,11,0,0,0,0,1,0,0,0
130,83,55,-5,6,14,204,4,3,65,1,0,0,1,0,0,0,0
168,80,53,-9,31,97,162,74,7,74,0,0,1,0,0,0,0,0
122,97,45,-5,10,20,217,3,11,74,1,1,0,0,0,0,0,0
130,62,77,-8,9,51,217,10,4,41,0,0,1,0,0,0,0,0
90,100,28,-4,15,10,291,0,16,57,0,1,0,0,0,0,0,0
116,28,44,-18,18,20,238,46,4,50,0,0,0,1,0,0,0,0
127,72,68,-6,27,57,214,8,4,70,1,0,0,1,0,0,0,0
170,28,47,-16,13,33,232,25,3,68,0,0,0,0,0,1,0,0
124,46,56,-7,10,19,245,72,3,38,1,0,0,0,0,0,1,0
85,50,42,-11,6,27,206,55,3,44,0,0,0,0,1,0,0,0
96,50,92,-10,7,56,194,1,10,46,0,0,1,0,0,0,0,0
74,23,45,-13,20,13,291,17,3,70,0,1,0,0,0,0,0,0
188,70,31,-6,8,76,255,1,5,83,0,0,1,0,0,0,0,0
97,15,52,-20,12,21,174,13,3,66,0,0,0,1,0,0,0,0
151,95,58,-4,4,78,269,2,6,40,1,0,0,0,1,0,0,0
181,62,61,-17,45,96,210,24,8,54,0,0,1,0,0,0,0,0
162,57,37,-9,13,66,331,39,3,53,0,0,1,0,0,0,0,0
112,71,37,-10,13,32,488,10,6,32,0,0,1,0,0,0,0,0
127,54,58,-13,12,42,349,14,4,37,0,0,1,0,0,0,0,0
120,79,70,-7,33,56,238,19,4,47,0,0,1,0,0,0,0,0
150,80,25,-4,31,25,309,13,4,73,0,0,0,1,0,0,0,0
130,93,48,-5,31,37,232,1,5,60,1,0,1,0,0,0,0,0
135,89,33,-6,35,16,287,9,7,50,0,0,1,0,0,0,0,0
128,49,41,-6,11,37,231,1,3,78,1,0,0,1,0,0,0,0
128,71,73,-6,10,97,240,14,3,84,1,0,0,0,0,0,1,0
129,94,70,-3,60,79,198,7,5,77,0,0,1,0,0,0,0,0
115,72,53,-6,11,59,324,0,3,44,1,0,1,0,0,0,0,0
140,43,44,-10,14,26,269,54,3,44,0,0,0,0,0,0,1,0
86,62,32,-10,25,47,449,64,6,67,0,0,1,0,0,0,0,0
130,82,68,-6,4,32,335,1,5,66,0,0,0,1,0,0,0,0
113,45,37,-10,69,19,521,4,3,75,0,0,0,1,0,0,0,0
133,43,39,-11,16,40,251,43,3,49,0,0,0,0,0,0,1,0
144,90,43,-4,21,60,279,0,4,51,0,1,0,0,0,0,0,0
127,58,79,-10,17,26,527,18,4,55,0,0,0,1,0,0,0,0
90,38,42,-13,27,52,182,73,3,66,0,0,0,0,0,1,0,0
80,77,78,-4,52,51,404,4,24,75,1,0,0,1,0,0,0,0
170,68,44,-7,9,19,295,46,3,57,1,0,1,0,0,0,0,0
115,74,65,-7,15,63,458,1,6,71,0,0,1,0,0,0,0,0
110,46,49,-9,57,71,208,74,3,62,0,0,0,0,0,1,0,0
169,84,47,-6,11,69,158,0,6,63,0,0,1,0,0,0,0,0
109,33,56,-16,32,33,195,47,3,54,0,0,0,0,0,1,0,0
85,40,52,-13,8,63,221,21,3,51,0,0,0,0,1,0,0,0
144,59,62,-11,5,65,253,4,3,60,0,1,0,0,0,0,0,0
98,41,85,-12,9,79,227,22,7,69,0,0,0,1,0,0,0,0
116,85,54,-7,31,31,188,2,4,42,0,0,0,0,1,0,0,0
96,90,47,-6,34,42,215,15,6,70,0,0,1,0,0,0,0,0
123,41,70,-14,14,26,394,72,3,46,0,0,1,0,0,0,0,0
121,69,78,-7,11,70,187,52,4,44,0,0,0,1,0,0,0,0
131,28,33,-13,13,28,188,43,3,64,1,0,1,0,0,0,0,0
120,76,70,-5,13,68,210,12,6,42,1,0,0,0,1,0,0,0
106,66,65,-10,19,45,356,45,5,58,0,0,0,1,0,0,0,0
81,62,63,-11,10,42,355,34,6,53,0,0,1,0,0,0,0,0
123,59,48,-5,18,20,218,27,5,44,1,0,0,0,0,0,1,0
139,43,57,-9,8,36,233,60,3,54,0,0,1,0,0,0,0,0
81,56,37,-11,97,42,224,75,5,54,1,0,0,0,0,0,1,0
117,65,54,-6,14,61,180,38,6,67,0,0,1,0,0,0,0,0
130,51,57,-9,30,33,253,55,4,69,0,0,0,1,0,0,0,0
96,77,59,-3,13,33,330,0,3,81,0,1,0,0,0,0,0,0
174,96,49,-2,46,81,277,3,39,77,1,0,0,1,0,0,0,0
109,59,57,-8,69,36,306,67,6,68,0,1,0,0,0,0,0,0
124,55,50,-7,9,63,196,68,3,62,1,0,1,0,0,0,0,0
103,31,40,-8,12,31,262,92,3,40,1,0,0,0,0,1,0,0
137,74,43,-9,10,23,294,0,3,46,0,0,1,0,0,0,0,0
106,52,72,-12,21,82,288,71,3,64,0,0,1,0,0,0,0,0
170,35,56,-14,20,72,247,43,3,46,0,0,0,0,0,0,1,0
113,93,56,-10,35,62,146,1,6,77,0,0,1,0,0,0,0,0
200,42,29,-9,10,35,232,84,4,48,0,0,0,1,0,0,0,0
95,87,60,-7,8,65,256,57,4,18,0,0,1,0,0,0,0,0
125,93,62,-6,27,55,306,6,11,39,0,0,0,1,0,0,0,0
83,63,41,-7,8,44,220,51,7,53,1,0,0,0,0,0,1,0
84,37,54,-10,8,24,279,69,3,72,0,0,0,1,0,0,0,0
151,81,58,-7,22,87,290,3,4,74,0,0,1,0,0,0,0,0
152,86,46,-6,10,37,289,0,7,47,1,0,0,0,0,0,1,0
113,93,26,-7,11,28,417,0,11,62,0,1,0,0,0,0,0,0
74,17,33,-13,9,10,219,91,3,57,1,0,0,0,0,0,1,0
125,71,69,-7,12,88,217,23,3,81,0,0,0,0,0,0,1,0
109,33,67,-17,8,49,284,61,6,63,1,0,0,1,0,0,0,0
122,95,40,-6,10,58,279,0,6,75,0,0,1,0,0,0,0,0
125,95,45,-5,11,62,356,9,5,73,0,0,0,1,0,0,0,0
120,43,51,-10,6,21,309,18,4,67,0,0,0,0,0,0,1,0
132,47,57,-6,15,26,241,74,4,57,0,0,0,1,0,0,0,0
123,82,58,-9,6,64,332,0,3,74,0,1,0,0,0,0,0,0
157,88,44,-5,21,51,255,0,6,64,0,1,0,0,0,0,0,0
141,93,33,-9,30,38,308,0,7,75,0,0,1,0,0,0,0,0
125,67,42,-7,6,34,351,61,5,66,0,0,1,0,0,0,0,0
116,88,74,-6,42,33,317,0,4,66,1,0,0,0,0,0,1,0
140,55,56,-7,17,19,273,19,3,71,1,0,0,1,0,0,0,0
146,58,47,-7,25,37,183,51,3,49,1,0,1,0,0,0,0,0
175,10,38,-21,6,44,165,91,5,69,0,0,1,0,0,0,0,0
84,10,55,-20,8,7,407,70,3,38,0,0,1,0,0,0,0,0
100,65,53,-9,11,42,179,29,4,53,0,0,1,0,0,0,0,0
115,73,71,-6,13,93,242,28,3,52,0,0,1,0,0,0,0,0
118,97,57,-4,8,57,347,0,5,58,0,0,0,1,0,0,0,0
99,28,43,-12,12,4,280,73,3,75,0,0,0,0,0,0,1,0
79,33,40,-9,19,55,174,86,4,74,0,0,0,0,0,1,0,0
119,72,67,-8,4,83,193,4,4,67,0,0,1,0,0,0,0,0
123,70,61,-9,33,48,320,2,13,75,1,0,0,1,0,0,0,0
106,73,79,-5,10,94,200,0,3,55,1,0,0,0,0,0,0,1
92,74,70,-7,11,20,302,7,7,74,1,1,0,0,0,0,0,0
70,59,43,-6,9,25,259,46,3,45,1,0,0,0,0,0,1,0
112,59,30,-10,63,40,364,57,5,59,1,0,0,1,0,0,0,0
86,51,71,-9,10,52,270,58,3,68,0,0,0,0,0,0,0,1
125,78,78,-4,8,67,204,6,13,88,1,0,1,0,0,0,0,0
117,92,64,-6,62,87,260,18,6,69,0,1,0,0,0,0,0,0
111,24,60,-17,25,47,217,89,4,65,0,0,1,0,0,0,0,0
158,45,48,-6,9,29,295,34,3,73,1,0,0,0,0,0,0,1
147,87,64,-11,11,61,298,0,6,48,0,0,0,1,0,0,0,0
159,99,24,-4,83,37,187,1,10,58,1,1,0,0,0,0,0,0
127,54,38,-5,9,19,276,2,3,57,1,1,0,0,0,0,0,0
114,83,42,-5,16,61,501,1,4,49,1,0,1,0,0,0,0,0
132,68,52,-5,6,11,214,8,4,56,1,0,0,1,0,0,0,0
124,54,47,-10,27,78,383,2,15,73,0,0,1,0,0,0,0,0
82,47,41,-7,10,39,210,56,3,61,1,0,0,0,0,0,1,0
94,54,79,-7,20,89,215,9,5,49,1,0,0,0,0,0,1,0
135,33,65,-11,22,52,272,43,3,42,1,0,1,0,0,0,0,0
118,84,54,-7,6,19,310,6,6,75,0,0,1,0,0,0,0,0
98,41,58,-16,6,53,310,13,3,53,0,0,1,0,0,0,0,0
90,21,12,-11,13,5,223,84,4,54,1,0,0,1,0,0,0,0
175,79,46,-10,11,86,234,1,8,49,0,0,0,0,1,0,0,0
87,38,35,-10,12,53,253,73,4,15,1,0,0,0,0,0,1,0
106,30,35,-12,14,3,703,16,3,61,0,0,1,0,0,0,0,0
173,30,32,-13,70,44,264,77,3,75,1,0,0,1,0,0,0,0
117,91,57,-7,6,84,207,9,4,71,0,0,1,0,0,0,0,0
159,84,29,-4,10,42,334,0,8,65,0,0,1,0,0,0,0,0
119,91,28,-6,18,26,270,3,11,70,0,0,1,0,0,0,0,0
131,96,62,-5,51,97,217,13,4,47,1,0,1,0,0,0,0,0
118,71,73,-9,8,85,291,63,3,65,0,0,1,0,0,0,0,0
127,82,89,-5,13,96,239,23,4,71,0,0,0,0,0,0,1,0
139,80,76,-6,17,91,258,3,4,60,0,0,0,0,0,0,1,0
100,71,55,-8,8,30,218,6,5,60,1,0,1,0,0,0,0,0
93,74,67,-8,20,77,282,14,19,61,0,0,1,0,0,0,0,0
90,66,54,-8,55,49,214,14,4,48,1,0,1,0,0,0,0,0
92,87,51,-7,5,39,266,19,5,31,1,0,0,1,0,0,0,0
161,56,44,-12,21,50,194,5,12,64,0,0,1,0,0,0,0,0
170,89,32,-7,9,87,221,0,4,67,0,0,1,0,0,0,0,0
105,94,39,-7,30,27,293,0,8,75,0,1,0,0,0,0,0,0
89,45,62,-14,7,87,156,59,3,74,0,0,1,0,0,0,0,0
143,83,44,-7,32,65,322,5,3,66,1,0,0,1,0,0,0,0
131,86,74,-8,7,78,271,18,4,69,0,0,1,0,0,0,0,0
98,35,54,-9,13,16,274,32,3,30,1,0,0,0,1,0,0,0
170,34,25,-16,14,37,450,80,3,36,0,0,0,0,0,0,1,0
119,76,52,-7,7,58,171,16,5,61,0,0,1,0,0,0,0,0
204,47,24,-8,12,39,205,31,4,62,0,1,0,0,0,0,0,0
111,57,70,-8,11,71,236,1,3,51,1,0,0,0,0,0,1,0
115,31,69,-17,10,56,266,80,3,57,0,0,0,1,0,0,0,0
113,25,68,-17,8,81,310,70,3,60,0,0,0,0,0,0,1,0
80,9,46,-15,8,31,282,97,3,62,0,0,0,0,0,1,0,0
119,82,71,-9,9,87,291,21,5,81,0,0,0,0,0,0,1,0
88,87,25,-4,12,13,268,5,5,56,1,0,0,0,1,0,0,0
135,63,42,-7,59,81,245,75,8,53,0,0,0,1,0,0,0,0
122,65,60,-11,13,71,201,3,6,58,0,0,1,0,0,0,0,0
125,55,44,-10,18,49,251,13,4,43,0,0,0,0,1,0,0,0
134,75,29,-9,68,35,210,5,5,66,0,0,1,0,0,0,0,0
76,58,35,-8,12,11,223,6,4,61,1,0,0,1,0,0,0,0
122,93,63,-4,9,97,213,4,4,76,0,0,1,0,0,0,0,0
135,90,40,-5,54,84,193,7,4,67,0,0,1,0,0,0,0,0
104,61,28,-5,10,8,403,0,3,72,1,0,1,0,0,0,0,0
105,91,46,-4,36,61,258,2,6,72,1,1,0,0,0,0,0,0
91,61,74,-11,6,89,221,9,8,55,0,0,1,0,0,0,0,0
122,49,35,-7,21,21,273,47,3,41,1,0,0,0,0,0,1,0
138,64,71,-10,19,10,177,0,9,53,1,0,0,1,0,0,0,0
110,71,80,-5,34,85,289,44,4,67,0,0,1,0,0,0,0,0
108,38,61,-10,10,20,259,61,5,84,1,0,0,0,0,0,1,0
127,90,56,-6,57,80,267,12,10,50,0,0,1,0,0,0,0,0
115,97,60,-6,13,72,212,0,5,64,1,0,0,0,0,1,0,0
77,51,57,-7,9,51,484,23,5,77,1,0,0,0,0,0,1,0
80,45,39,-10,19,39,240,0,3,46,0,0,0,0,0,0,1,0
125,78,55,-5,8,46,255,3,4,78,1,0,0,1,0,0,0,0
74,65,62,-7,10,56,288,57,18,74,1,0,0,0,0,0,1,0
119,50,46,-12,27,53,266,6,4,58,0,0,1,0,0,0,0,0
118,72,78,-6,7,71,246,13,4,70,1,0,0,0,0,0,1,0
111,54,67,-11,13,81,162,57,4,74,0,0,0,0,0,0,1,0
97,18,33,-12,9,32,126,88,3,78,0,0,0,0,0,0,0,1
138,87,23,-5,29,19,256,0,5,69,1,1,0,0,0,0,0,0
119,50,75,-9,9,34,258,1,4,63,0,0,1,0,0,0,0,0
133,72,87,-10,18,97,229,9,5,61,1,0,0,1,0,0,0,0
121,19,41,-13,11,63,246,85,3,64,0,0,0,0,0,1,0,0
119,76,66,-7,9,54,478,1,4,47,0,0,1,0,0,0,0,0
113,84,71,-8,30,86,246,16,4,62,0,0,1,0,0,0,0,0
125,60,48,-9,11,67,313,8,3,71,0,0,1,0,0,0,0,0
133,42,42,-10,16,25,236,84,4,48,1,0,0,0,1,0,0,0
133,66,64,-8,15,66,141,20,4,80,0,0,1,0,0,0,0,0
109,50,27,-9,10,13,266,28,3,50,0,0,0,0,1,0,0,0
160,74,27,-5,63,42,321,5,4,75,1,0,1,0,0,0,0,0
120,91,55,-4,35,54,224,3,5,77,1,0,0,1,0,0,0,0
127,77,53,-6,39,76,210,0,6,78,0,0,1,0,0,0,0,0
100,88,62,-3,33,78,171,7,10,80,1,0,0,0,0,0,1,0
131,42,31,-9,8,24,242,13,3,84,1,0,0,1,0,0,0,0
90,47,37,-15,7,5,335,54,8,63,0,0,1,0,0,0,0,0
167,74,49,-6,11,46,255,28,4,44,0,0,1,0,0,0,0,0
102,58,52,-10,11,34,211,3,3,52,0,0,1,0,0,0,0,0
90,74,49,-5,30,36,259,26,4,78,1,0,0,1,0,0,0,0
138,62,63,-7,16,50,225,54,3,58,0,0,0,0,0,0,1,0
151,58,49,-11,41,91,183,18,4,79,0,0,1,0,0,0,0,0
128,54,33,-9,21,82,146,57,4,29,1,0,0,0,1,0,0,0
126,32,65,-11,13,28,233,66,3,56,1,1,0,0,0,0,0,0
96,39,57,-6,23,32,216,37,3,88,1,0,0,0,0,0,1,0
179,77,51,-6,6,94,142,6,3,77,0,0,1,0,0,0,0,0
119,26,67,-14,6,37,147,45,5,77,0,0,0,0,0,1,0,0
80,50,50,-11,20,34,201,35,5,63,0,0,1,0,0,0,0,0
80,72,51,-6,6,47,262,27,6,78,1,0,0,0,0,0,1,0
89,27,40,-17,11,49,167,72,3,63,0,0,0,0,0,1,0,0
136,55,43,-6,11,41,272,67,3,72,0,0,1,0,0,0,0,0
61,13,27,-14,33,18,232,94,4,38,1,0,0,1,0,0,0,0
142,66,46,-8,9,34,274,28,5,44,1,0,0,0,0,1,0,0
159,17,48,-19,12,19,228,73,5,57,0,0,1,0,0,0,0,0
127,35,53,-15,15,73,193,12,3,57,0,0,0,0,0,1,0,0
136,80,67,-5,6,79,211,1,3,56,1,0,0,0,1,0,0,0
107,29,55,-13,9,32,151,49,3,69,0,0,1,0,0,0,0,0
68,72,60,-4,35,37,242,8,3,59,1,0,0,0,0,0,1,0
125,27,62,-17,11,34,284,88,5,48,0,0,0,0,0,0,1,0
96,91,56,-2,35,73,282,2,4,76,1,1,0,0,0,0,0,0
105,55,52,-11,17,52,196,83,3,63,0,0,1,0,0,0,0,0
137,69,55,-14,14,67,262,2,4,74,0,0,1,0,0,0,0,0
132,86,61,-9,26,64,243,3,4,56,0,0,0,0,1,0,0,0
131,41,55,-11,24,86,152,46,5,23,1,0,0,0,1,0,0,0
111,42,56,-8,41,45,269,91,7,35,0,0,1,0,0,0,0,0
122,67,63,-7,28,48,298,64,3,43,1,0,1,0,0,0,0,0
116,26,67,-11,7,69,234,61,4,71,0,0,0,1,0,0,0,0
99,26,71,-15,10,56,177,88,4,71,0,0,0,1,0,0,0,0
87,25,41,-13,38,32,221,74,3,17,1,0,0,0,1,0,0,0
133,32,42,-13,9,41,200,62,3,68,0,0,0,0,0,0,0,1
91,22,69,-15,11,47,233,92,6,39,0,0,0,0,0,0,1,0
130,73,70,-8,10,64,243,43,3,66,0,0,1,0,0,0,0,0
130,71,66,-7,7,86,122,0,9,64,1,1,0,0,0,0,0,0
134,86,50,-6,8,42,209,1,7,68,0,1,0,0,0,0,0,0
178,68,30,-8,43,77,249,83,25,46,1,0,0,1,0,0,0,0
153,63,57,-9,27,79,300,13,4,76,0,0,1,0,0,0,0,0
139,71,82,-7,61,77,223,1,18,80,1,1,0,0,0,0,0,0
134,66,67,-9,6,66,506,5,4,62,0,0,1,0,0,0,0,0
133,80,74,-8,19,98,239,0,4,54,1,0,0,0,0,0,1,0
138,85,60,-6,6,9,235,1,6,58,1,0,0,1,0,0,0,0
115,48,68,-13,12,78,250,48,4,74,0,0,1,0,0,0,0,0
75,88,28,-6,40,60,341,1,4,75,0,1,0,0,0,0,0,0
174,44,64,-14,9,15,154,13,20,68,1,0,0,0,0,0,1,0
128,40,40,-9,9,22,240,3,3,49,1,0,0,0,1,0,0,0
101,78,44,-5,29,19,602,1,4,38,1,0,0,1,0,0,0,0
168,77,38,-6,27,42,185,0,4,57,1,0,0,0,0,0,1,0
117,78,52,-4,11,90,236,0,4,66,1,1,0,0,0,0,0,0
96,62,41,-6,40,23,250,9,7,68,1,0,0,0,0,0,1,0
121,37,51,-9,32,20,362,50,3,61,0,0,1,0,0,0,0,0
189,76,43,-8,55,66,247,2,4,57,1,0,0,1,0,0,0,0
174,89,36,-7,13,26,294,2,12,68,0,1,0,0,0,0,0,0
86,22,43,-9,11,40,230,95,4,71,1,0,0,0,0,0,1,0
138,75,75,-7,44,83,215,29,3,63,0,0,0,1,0,0,0,0
124,39,61,-11,11,22,255,53,4,67,1,0,0,1,0,0,0,0
84,90,57,-8,9,88,225,2,5,83,0,0,1,0,0,0,0,0
120,57,51,-7,11,16,280,4,3,71,0,0,0,1,0,0,0,0
136,99,61,-5,11,23,343,0,15,65,0,0,0,1,0,0,0,0
128,80,45,-9,11,25,251,0,5,46,1,0,1,0,0,0,0,0
