Year,BPM,Energy,Danceability,Loudness,Liveness,Valence,Length,Acousticness,Speechiness,Popularity,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
1967,125,73,41,-6,9,44,430,37,3,72,1,0,0,0,0,0,0,0
1976,68,45,44,-7,11,24,305,89,4,55,1,0,0,0,0,0,0,0
2008,115,46,83,-10,70,88,331,48,6,43,1,0,0,0,0,0,0,0
2018,116,74,67,-5,24,75,201,29,5,82,0,0,0,1,0,0,0,0
1989,126,67,51,-5,31,36,328,29,3,61,0,1,0,0,0,0,0,0
2018,87,38,35,-10,12,53,253,73,4,15,0,0,0,0,0,0,0,1
2011,89,57,53,-10,13,49,182,72,6,49,0,0,0,0,0,0,0,1
1998,122,51,48,-10,17,51,242,38,4,54,0,0,0,0,0,0,0,1
1984,86,42,30,-9,23,33,262,22,3,72,1,0,0,0,0,0,0,0
1969,63,13,53,-16,24,58,204,61,3,78,0,0,0,0,1,0,0,0
1993,98,41,85,-12,9,79,227,22,7,69,0,1,0,0,0,0,0,0
2010,156,91,48,-4,5,54,267,4,19,59,0,0,0,1,0,0,0,0
2000,136,93,54,-6,36,45,246,1,5,63,1,0,0,0,0,0,0,0
2016,142,66,46,-8,9,34,274,28,5,44,0,0,0,0,1,0,0,0
2002,171,48,26,-8,11,7,319,4,3,62,0,1,0,0,0,0,0,0
2011,155,20,42,-15,8,10,366,96,3,29,0,1,0,0,0,0,0,0
1989,120,79,70,-7,33,56,238,19,4,47,1,0,0,0,0,0,0,0
1977,112,71,37,-10,13,32,488,10,6,32,1,0,0,0,0,0,0,0
1969,145,43,31,-11,10,31,312,29,6,69,1,0,0,0,0,0,0,0
1996,127,35,53,-15,15,73,193,12,3,57,0,0,0,0,1,0,0,0
1979,133,64,55,-9,52,55,223,41,15,40,1,0,0,0,0,0,0,0
1966,112,61,55,-10,5,64,162,35,3,76,0,0,0,0,1,0,0,0
2018,87,25,41,-13,38,32,221,74,3,17,0,0,0,0,0,0,0,1
2005,128,37,61,-9,11,35,226,84,3,64,0,0,0,0,1,0,0,0
2011,80,45,31,-6,13,21,250,95,3,66,0,1,0,0,0,0,0,0
1981,82,77,56,-10,12,43,261,12,3,73,1,0,0,0,0,0,0,0
2017,116,87,55,-5,46,61,303,0,3,66,0,0,0,0,0,1,0,0
1980,188,70,31,-6,8,76,255,1,5,83,1,0,0,0,0,0,0,0
1966,100,68,51,-8,8,79,185,36,4,58,1,0,0,0,0,0,0,0
1970,159,17,48,-19,12,19,228,73,5,57,1,0,0,0,0,0,0,0
1978,121,38,76,-15,5,99,224,28,4,69,1,0,0,0,0,0,0,0
1974,123,42,40,-14,7,23,333,10,5,43,1,0,0,0,0,0,0,0
1976,81,71,45,-10,21,77,267,23,5,74,1,0,0,0,0,0,0,0
1992,94,32,47,-10,12,17,320,62,3,74,0,0,0,0,0,1,0,0
2009,110,77,56,-7,22,71,209,0,3,48,1,0,0,0,0,0,0,0
1967,114,66,60,-13,7,91,139,54,6,41,0,0,0,0,1,0,0,0
1992,165,60,31,-6,21,16,394,10,3,73,0,1,0,0,0,0,0,0
1980,175,72,31,-6,12,41,200,5,3,71,1,0,0,0,0,0,0,0
1991,181,53,39,-9,16,33,276,25,4,77,1,0,0,0,0,0,0,0
1983,127,52,55,-13,11,60,287,34,3,40,0,0,0,0,0,0,0,1
1996,138,62,63,-7,16,50,225,54,3,58,0,0,0,0,0,0,0,1
2009,142,51,60,-10,11,35,218,5,4,67,0,0,1,0,0,0,0,0
1984,130,62,54,-13,37,20,208,0,4,54,1,0,0,0,0,0,0,0
2018,132,71,42,-11,3,64,205,14,3,19,0,0,0,0,0,0,0,1
2009,118,77,53,-5,12,30,257,0,4,54,0,0,0,0,0,1,0,0
2008,128,52,64,-10,11,36,270,57,3,57,0,0,0,0,0,0,0,1
1984,132,82,70,-7,35,83,340,44,3,53,1,0,0,0,0,0,0,0
1989,115,88,66,-4,27,88,292,18,3,57,0,1,0,0,0,0,0,0
1977,91,82,53,-5,26,47,248,7,5,74,1,0,0,0,0,0,0,0
2016,95,84,60,-7,11,47,240,2,7,67,0,1,0,0,0,0,0,0
1969,124,72,54,-9,26,47,181,2,4,69,1,0,0,0,0,0,0,0
1990,112,68,60,-11,30,71,258,21,3,57,1,0,0,0,0,0,0,0
1986,150,80,25,-4,31,25,309,13,4,73,0,1,0,0,0,0,0,0
1979,131,67,58,-12,5,45,235,8,4,52,0,0,0,0,0,0,1,0
1971,133,76,41,-9,8,39,511,7,7,66,1,0,0,0,0,0,0,0
2015,86,28,32,-9,10,18,248,47,3,75,0,0,0,0,0,1,0,0
1986,96,68,64,-8,4,47,312,4,4,57,1,0,0,0,0,0,0,0
1985,180,95,44,-8,39,36,258,3,6,52,1,0,0,0,0,0,0,0
2015,109,59,41,-5,28,56,204,55,3,68,0,0,0,0,1,0,0,0
1972,86,22,54,-18,11,31,189,74,4,51,1,0,0,0,0,0,0,0
1971,109,65,65,-10,18,72,221,4,2,54,0,0,0,1,0,0,0,0
1981,122,93,63,-4,9,97,213,4,4,76,1,0,0,0,0,0,0,0
1983,90,14,27,-16,9,13,211,93,4,46,0,0,0,0,1,0,0,0
2017,128,78,67,-5,13,52,215,0,3,62,0,0,0,0,0,1,0,0
1989,102,56,78,-7,6,37,322,74,3,74,0,1,0,0,0,0,0,0
1995,150,80,29,-5,36,12,448,47,4,63,0,1,0,0,0,0,0,0
2017,100,88,62,-3,33,78,171,7,10,80,0,0,0,1,0,0,0,0
1969,179,77,51,-6,6,94,142,6,3,77,1,0,0,0,0,0,0,0
2009,124,56,80,-10,6,96,204,9,4,72,1,0,0,0,0,0,0,0
1992,148,48,39,-9,26,57,217,62,3,73,0,0,0,0,0,1,0,0
1998,99,47,87,-10,13,64,234,62,4,40,0,0,0,0,0,0,0,1
1980,136,92,37,-7,42,63,296,1,5,63,1,0,0,0,0,0,0,0
1996,121,36,57,-10,17,9,236,51,3,55,0,0,0,0,0,0,0,1
2015,171,50,36,-6,16,39,254,0,3,13,0,0,0,0,0,0,0,1
1997,136,37,53,-12,9,22,284,73,4,54,0,0,0,0,0,0,0,1
2003,99,77,65,-7,7,68,236,0,23,75,0,0,0,0,0,0,1,0
1976,107,74,55,-7,24,90,244,4,3,52,0,1,0,0,0,0,0,0
1978,114,35,50,-14,26,42,366,9,3,69,1,0,0,0,0,0,0,0
1971,80,42,48,-11,12,51,125,46,12,76,0,1,0,0,0,0,0,0
2019,150,66,25,-7,9,44,249,50,3,67,1,0,0,0,0,0,0,0
2015,114,44,37,-15,67,45,198,82,8,15,0,0,0,0,0,0,0,1
1969,117,39,68,-16,11,55,315,7,5,59,1,0,0,0,0,0,0,0
1981,172,60,53,-10,7,71,271,31,3,43,1,0,0,0,0,0,0,0
1995,138,44,50,-8,9,14,406,48,3,63,0,0,0,1,0,0,0,0
2010,122,71,70,-5,3,63,203,0,8,76,0,0,0,0,0,0,1,0
2000,105,86,56,-6,21,40,217,1,6,83,0,0,0,0,0,1,0,0
1984,112,50,74,-8,19,66,348,18,4,66,1,0,0,0,0,0,0,0
1992,89,83,47,-4,3,66,314,3,30,78,0,0,0,0,0,1,0,0
2018,131,41,55,-11,24,86,152,46,5,23,0,0,0,0,0,0,0,1
2008,151,46,69,-8,11,72,242,60,5,82,0,0,0,1,0,0,0,0
1994,132,53,58,-7,31,22,288,68,3,72,0,1,0,0,0,0,0,0
1995,119,25,54,-12,14,14,250,52,4,52,0,0,0,0,0,0,0,1
1970,89,25,53,-15,12,24,276,71,3,60,0,0,0,0,1,0,0,0
1970,119,50,46,-12,27,53,266,6,4,58,1,0,0,0,0,0,0,0
1983,125,80,74,-6,26,89,269,18,4,70,1,0,0,0,0,0,0,0
1964,174,38,21,-10,30,45,191,72,3,66,0,0,0,0,1,0,0,0
1973,168,60,54,-11,8,64,291,4,5,69,0,1,0,0,0,0,0,0
1985,99,50,29,-14,11,44,344,13,4,60,1,0,0,0,0,0,0,0
1998,110,86,33,-7,97,38,319,5,5,57,0,0,0,0,0,0,1,0
1966,97,15,52,-20,12,21,174,13,3,66,0,1,0,0,0,0,0,0
1984,139,83,51,-6,7,77,216,2,4,81,1,0,0,0,0,0,0,0
1996,107,79,75,-5,5,89,221,5,3,74,1,0,0,0,0,0,0,0
1988,181,62,61,-17,45,96,210,24,8,54,1,0,0,0,0,0,0,0
2015,106,67,57,-10,11,25,305,2,3,58,0,0,0,0,0,1,0,0
2003,160,61,36,-6,11,49,237,54,4,58,0,0,0,0,0,0,0,1
1970,137,47,47,-10,16,57,269,18,4,62,1,0,0,0,0,0,0,0
1975,37,25,27,-12,9,13,207,80,4,61,1,0,0,0,0,0,0,0
1977,119,64,91,-11,6,90,331,3,6,69,0,1,0,0,0,0,0,0
1986,82,28,52,-18,26,41,230,6,3,68,1,0,0,0,0,0,0,0
1966,125,63,39,-7,13,72,153,72,3,72,0,0,0,1,0,0,0,0
2011,79,60,51,-9,11,40,265,44,3,66,0,1,0,0,0,0,0,0
1977,96,21,57,-16,13,49,225,65,3,73,1,0,0,0,0,0,0,0
1983,115,74,65,-7,15,63,458,1,6,71,1,0,0,0,0,0,0,0
2014,97,74,66,-7,33,74,161,24,14,43,0,0,0,0,0,0,0,1
1965,99,21,34,-17,18,29,218,40,3,70,0,0,0,0,1,0,0,0
1987,153,64,36,-10,13,45,272,1,4,55,1,0,0,0,0,0,0,0
1987,126,72,49,-10,16,29,338,1,4,66,1,0,0,0,0,0,0,0
1982,114,71,57,-9,16,67,333,35,3,62,0,0,0,0,0,0,1,0
2012,107,69,30,-7,27,37,315,1,5,57,0,0,1,0,0,0,0,0
2017,146,28,49,-14,12,17,360,30,3,60,0,0,0,0,0,0,1,0
2000,110,80,58,-8,5,42,226,0,4,49,1,0,0,0,0,0,0,0
1975,133,67,67,-10,16,87,382,20,2,65,1,0,0,0,0,0,0,0
1982,117,65,92,-3,4,85,294,2,4,81,0,0,0,1,0,0,0,0
1991,104,82,72,-7,24,82,249,15,3,49,0,1,0,0,0,0,0,0
2010,112,77,65,-6,59,38,214,23,6,54,0,0,0,0,0,0,0,1
2010,123,84,47,-6,10,74,232,6,5,37,1,0,0,0,0,0,0,0
1991,77,68,36,-6,34,20,343,32,3,75,0,0,0,0,0,1,0,0
1966,117,49,52,-8,6,48,173,25,3,72,0,0,0,1,0,0,0,0
1980,110,53,93,-6,16,76,215,11,16,74,1,0,0,0,0,0,0,0
2008,173,30,32,-13,70,44,264,77,3,75,0,1,0,0,0,0,0,0
2017,98,21,61,-20,8,42,274,60,3,28,0,1,0,0,0,0,0,0
1970,76,35,61,-14,8,36,201,50,4,73,0,0,0,0,1,0,0,0
2010,110,56,71,-7,12,23,223,15,6,75,0,0,0,0,0,0,1,0
1998,131,48,30,-12,73,24,231,77,6,44,0,1,0,0,0,0,0,0
1979,116,87,64,-6,8,81,243,14,3,70,1,0,0,0,0,0,0,0
1997,126,31,45,-8,17,37,250,98,3,53,1,0,0,0,0,0,0,0
2017,92,87,51,-7,5,39,266,19,5,31,0,1,0,0,0,0,0,0
2008,130,49,95,-8,23,59,376,1,23,55,0,0,0,0,0,0,0,1
1990,140,63,46,-6,12,10,348,5,3,61,1,0,0,0,0,0,0,0
1979,112,30,59,-15,13,19,278,22,3,68,1,0,0,0,0,0,0,0
1991,75,88,28,-6,40,60,341,1,4,75,0,0,0,0,0,1,0,0
2015,136,90,65,-11,15,61,222,0,4,54,0,1,0,0,0,0,0,0
2018,140,57,34,-7,42,37,257,6,3,30,0,0,0,0,0,0,0,1
2012,100,93,64,-6,9,76,190,9,15,66,0,0,1,0,0,0,0,0
1978,110,71,80,-5,34,85,289,44,4,67,1,0,0,0,0,0,0,0
1979,116,91,57,-5,16,42,208,6,13,83,1,0,0,0,0,0,0,0
2017,135,83,46,-5,14,47,261,2,10,79,0,0,0,1,0,0,0,0
1969,127,87,41,-6,83,65,1292,0,4,45,1,0,0,0,0,0,0,0
2004,157,30,53,-14,11,68,201,94,3,71,0,0,0,0,1,0,0,0
1987,114,89,79,-4,7,39,247,0,4,68,0,0,0,1,0,0,0,0
1980,105,78,55,-6,63,81,162,42,5,76,0,0,0,1,0,0,0,0
1973,111,40,63,-13,11,73,173,54,3,62,1,0,0,0,0,0,0,0
1979,127,78,71,-7,15,91,309,12,4,53,0,1,0,0,0,0,0,0
1995,150,82,55,-9,4,57,217,2,5,60,0,0,0,0,0,0,0,1
1992,120,79,66,-7,6,71,240,5,3,44,1,0,0,0,0,0,0,0
1983,127,96,65,-11,64,94,335,4,5,45,0,0,0,0,0,0,1,0
1992,113,31,65,-12,12,41,303,53,3,71,1,0,0,0,0,0,0,0
2007,150,92,35,-2,34,54,226,0,5,53,0,0,0,0,0,1,0,0
2004,136,80,67,-5,6,79,211,1,3,56,0,0,0,0,0,0,0,1
1986,118,71,73,-9,8,85,291,63,3,65,1,0,0,0,0,0,0,0
2002,91,94,62,-3,17,88,269,2,5,80,0,0,0,0,0,1,0,0
1980,116,26,67,-11,7,69,234,61,4,71,0,1,0,0,0,0,0,0
1971,122,57,39,-13,9,40,502,39,5,44,1,0,0,0,0,0,0,0
2005,83,63,41,-7,8,44,220,51,7,53,0,0,0,1,0,0,0,0
1969,182,50,40,-11,13,82,149,39,8,61,0,0,0,0,1,0,0,0
1993,129,67,62,-10,33,78,212,0,4,72,0,1,0,0,0,0,0,0
1999,127,10,34,-16,10,26,205,81,3,41,0,0,0,0,0,1,0,0
1990,156,48,62,-9,23,73,259,6,9,50,0,0,0,0,0,1,0,0
1967,151,58,49,-11,41,91,183,18,4,79,1,0,0,0,0,0,0,0
1982,73,26,52,-14,14,20,213,76,3,63,0,0,0,1,0,0,0,0
2007,186,54,30,-8,12,54,203,16,4,50,0,0,0,0,0,0,0,1
2006,111,57,70,-8,11,71,236,1,3,51,0,0,0,0,0,0,1,0
2018,105,47,72,-7,11,45,206,53,3,65,0,0,0,0,0,0,0,1
2007,123,68,53,-4,12,55,298,0,4,56,0,0,0,0,0,1,0,0
1970,128,36,38,-11,29,24,251,71,4,38,0,0,0,1,0,0,0,0
1992,176,47,35,-14,77,56,312,77,20,40,0,0,0,0,0,0,0,1
1988,101,84,60,-13,6,64,324,4,4,57,0,1,0,0,0,0,0,0
1999,104,87,73,-6,9,78,200,4,3,80,0,0,0,0,0,1,0,0
2016,108,7,52,-14,13,27,177,70,4,34,0,1,0,0,0,0,0,0
1992,134,56,56,-10,11,45,296,16,3,78,0,0,0,1,0,0,0,0
1999,97,74,57,-6,9,66,258,6,3,62,0,1,0,0,0,0,0,0
2007,173,96,43,-4,3,37,269,0,4,76,0,0,0,0,0,1,0,0
2001,94,77,37,-6,9,42,248,18,7,59,0,0,0,0,0,1,0,0
1970,130,85,59,-6,27,81,161,6,3,69,1,0,0,0,0,0,0,0
2004,172,66,45,-4,8,37,236,8,3,67,0,0,1,0,0,0,0,0
2006,103,95,54,-4,38,78,174,0,4,58,1,0,0,0,0,0,0,0
2017,108,61,57,-9,10,69,185,56,4,41,0,0,0,0,0,0,0,1
1977,130,70,48,-8,31,83,249,40,4,52,1,0,0,0,0,0,0,0
1996,137,76,60,-11,6,39,243,0,3,67,0,1,0,0,0,0,0,0
1999,140,43,44,-10,14,26,269,54,3,44,0,0,0,0,0,0,0,1
2008,119,81,85,-5,12,78,237,12,8,69,0,0,0,0,0,0,1,0
1998,96,50,92,-10,7,56,194,1,10,46,0,0,0,0,0,0,1,0
1959,168,80,53,-9,31,97,162,74,7,74,1,0,0,0,0,0,0,0
1983,61,25,49,-14,10,6,251,41,4,59,0,0,0,0,1,0,0,0
2005,186,87,34,-3,13,27,260,8,8,61,0,0,0,0,0,0,1,0
1987,102,35,67,-18,9,65,267,40,4,71,0,1,0,0,0,0,0,0
1984,79,27,34,-16,26,14,210,61,3,44,0,0,0,0,0,0,0,1
2004,75,41,33,-7,10,7,276,61,3,41,0,0,1,0,0,0,0,0
1988,132,63,55,-12,37,79,186,3,3,46,0,0,0,0,0,0,0,1
1997,104,86,53,-5,24,86,291,19,3,46,0,0,0,0,0,0,0,1
2014,147,31,55,-10,11,25,261,82,3,74,0,1,0,0,0,0,0,0
1989,142,85,53,-12,30,91,239,31,4,52,0,0,0,0,0,0,0,1
1968,126,49,51,-10,11,65,180,26,3,69,0,0,0,1,0,0,0,0
2011,133,80,74,-8,19,98,239,0,4,54,0,0,0,1,0,0,0,0
2001,176,74,66,-7,22,91,240,66,8,70,0,0,0,0,0,1,0,0
1975,89,64,57,-9,86,61,271,24,4,53,0,0,0,0,1,0,0,0
1986,113,95,65,-7,29,61,286,1,4,68,0,0,0,1,0,0,0,0
2006,113,95,22,-4,16,17,176,0,18,62,0,0,0,0,0,1,0,0
2016,158,45,48,-6,9,29,295,34,3,73,0,1,0,0,0,0,0,0
2005,122,74,64,-4,10,36,263,27,4,80,0,0,1,0,0,0,0,0
1969,134,34,40,-11,14,38,182,20,3,72,0,1,0,0,0,0,0,0
1967,109,91,53,-5,7,49,171,1,8,72,1,0,0,0,0,0,0,0
1995,143,48,66,-9,12,64,191,64,4,73,0,0,0,1,0,0,0,0
2014,108,38,61,-10,10,20,259,61,5,84,0,0,0,1,0,0,0,0
2005,130,94,37,-5,19,37,256,0,7,75,0,0,0,0,0,1,0,0
1984,111,85,64,-8,68,84,241,22,4,54,0,0,0,0,0,1,0,0
1976,98,58,52,-13,5,49,366,2,3,53,1,0,0,0,0,0,0,0
1996,71,58,39,-7,22,38,295,47,3,63,0,0,0,0,0,1,0,0
1992,102,51,49,-13,7,67,208,1,6,39,0,1,0,0,0,0,0,0
1995,80,51,65,-10,40,39,241,7,6,80,0,1,0,0,0,0,0,0
1971,203,82,27,-6,36,81,233,10,10,69,0,1,0,0,0,0,0,0
2017,190,53,26,-6,5,45,213,39,4,41,0,1,0,0,0,0,0,0
2001,91,63,67,-12,10,86,245,1,5,54,1,0,0,0,0,0,0,0
1976,135,89,33,-6,35,16,287,9,7,50,1,0,0,0,0,0,0,0
1993,112,75,42,-11,7,23,170,1,5,64,0,0,0,0,0,1,0,0
2006,137,96,37,-5,12,21,366,0,14,69,0,0,1,0,0,0,0,0
2012,100,76,51,-7,14,35,220,1,7,51,1,0,0,0,0,0,0,0
1971,145,43,41,-11,15,28,377,38,3,79,1,0,0,0,0,0,0,0
1974,83,18,30,-11,13,9,160,85,3,57,1,0,0,0,0,0,0,0
2015,130,93,48,-5,31,37,232,1,5,60,0,0,1,0,0,0,0,0
1999,150,40,45,-12,6,17,332,3,3,24,0,0,0,1,0,0,0,0
1973,121,47,56,-8,15,40,193,45,3,68,1,0,0,0,0,0,0,0
1995,139,80,76,-6,17,91,258,3,4,60,0,0,0,1,0,0,0,0
1963,111,24,60,-17,25,47,217,89,4,65,1,0,0,0,0,0,0,0
2010,91,30,28,-13,12,26,210,88,3,27,0,0,0,0,0,0,0,1
1968,83,43,48,-6,15,61,157,69,2,67,0,0,0,0,1,0,0,0
2001,172,76,45,-5,10,54,224,0,3,78,0,0,0,0,0,1,0,0
1986,106,58,76,-13,6,94,310,1,5,68,0,1,0,0,0,0,0,0
2008,121,41,83,-14,5,88,324,46,13,44,0,0,0,0,0,0,0,1
2004,88,87,25,-4,12,13,268,5,5,56,0,0,0,0,0,0,0,1
2008,96,63,66,-10,60,84,215,21,6,53,0,0,0,0,0,0,0,1
1998,117,27,39,-14,11,17,275,17,3,56,0,0,0,0,0,0,1,0
2015,115,61,86,-7,3,93,270,1,8,82,0,0,0,0,0,0,1,0
1994,119,58,73,-7,3,96,259,24,3,66,0,1,0,0,0,0,0,0
2005,112,78,58,-5,8,60,281,28,4,40,0,0,0,0,0,0,1,0
1997,70,13,35,-14,17,29,161,85,4,48,0,0,0,0,0,0,0,1
1968,144,55,63,-9,10,52,274,37,5,72,1,0,0,0,0,0,0,0
1977,127,60,62,-9,10,86,217,1,3,58,1,0,0,0,0,0,0,0
2010,132,29,54,-10,71,19,206,97,3,53,0,0,0,0,0,0,0,1
1990,120,32,74,-13,8,29,193,72,3,57,0,1,0,0,0,0,0,0
2011,94,75,65,-5,60,65,267,8,9,76,0,0,0,0,0,0,1,0
1989,102,59,77,-12,27,72,262,12,3,47,0,0,0,0,0,0,0,1
1982,121,67,60,-7,26,56,264,62,3,60,1,0,0,0,0,0,0,0
2012,148,60,51,-14,81,96,312,67,10,34,0,0,0,0,0,0,0,1
2013,116,81,73,-7,6,25,232,3,8,55,0,0,0,1,0,0,0,0
1976,119,83,48,-7,32,82,394,18,9,67,0,0,0,0,1,0,0,0
1972,167,47,30,-13,34,58,228,69,5,58,0,0,0,1,0,0,0,0
1996,135,72,27,-10,84,34,455,2,6,35,0,1,0,0,0,0,0,0
2013,110,64,70,-9,28,65,211,22,17,53,0,0,0,1,0,0,0,0
1998,167,61,24,-8,22,33,258,66,3,68,0,0,0,0,0,0,1,0
1985,109,60,82,-9,9,55,246,13,3,76,1,0,0,0,0,0,0,0
1994,97,14,32,-10,18,8,414,93,3,73,0,0,0,0,0,1,0,0
1979,169,84,47,-6,11,69,158,0,6,63,0,0,0,0,0,0,1,0
1974,146,31,30,-11,37,46,181,87,3,69,0,0,0,0,1,0,0,0
2006,130,32,53,-17,97,46,281,53,8,41,0,0,0,0,0,0,0,1
2002,117,18,54,-13,11,13,343,75,5,56,0,0,0,0,1,0,0,0
2008,124,59,47,-8,28,18,236,42,3,38,1,0,0,0,0,0,0,0
1979,120,49,75,-10,22,53,293,2,4,64,0,1,0,0,0,0,0,0
1966,138,28,58,-9,31,81,127,94,4,71,0,1,0,0,0,0,0,0
1968,133,36,59,-14,6,50,217,48,4,75,0,0,0,0,1,0,0,0
1990,104,79,59,-4,31,96,188,0,4,68,1,0,0,0,0,0,0,0
1998,121,66,38,-5,25,14,299,17,3,76,1,0,0,0,0,0,0,0
2011,120,93,51,-3,14,48,264,0,4,53,0,0,0,0,0,0,0,1
1971,133,32,42,-13,9,41,200,62,3,68,0,1,0,0,0,0,0,0
1992,94,52,56,-12,94,64,289,32,5,70,1,0,0,0,0,0,0,0
1969,121,39,72,-17,5,79,187,16,3,60,1,0,0,0,0,0,0,0
1998,116,19,56,-13,11,12,321,73,3,53,0,0,0,0,0,0,1,0
1991,139,60,54,-10,13,25,387,1,3,65,0,0,0,0,0,1,0,0
2011,129,50,86,-7,10,72,245,59,4,76,0,0,0,1,0,0,0,0
1985,172,94,46,-7,12,80,252,44,11,61,1,0,0,0,0,0,0,0
1987,118,98,85,-4,31,60,258,25,8,76,0,0,0,1,0,0,0,0
2019,135,43,70,-11,10,56,194,33,38,95,0,1,0,0,0,0,0,0
1971,131,50,42,-13,20,66,254,48,3,39,0,0,0,0,0,1,0,0
1964,172,40,39,-8,8,59,192,89,3,69,1,0,0,0,0,0,0,0
1970,119,36,39,-11,12,31,444,0,3,63,1,0,0,0,0,0,0,0
1983,134,63,65,-10,11,87,257,2,3,57,1,0,0,0,0,0,0,0
1988,103,69,52,-11,11,93,229,10,3,59,1,0,0,0,0,0,0,0
1976,107,43,65,-10,11,65,305,38,3,64,1,0,0,0,0,0,0,0
2014,114,34,44,-11,10,8,266,4,3,65,0,0,0,0,0,1,0,0
1984,144,91,59,-8,60,93,244,15,4,59,1,0,0,0,0,0,0,0
1974,111,54,67,-11,13,81,162,57,4,74,0,0,0,1,0,0,0,0
2005,82,48,68,-10,9,45,209,63,3,76,0,1,0,0,0,0,0,0
1998,81,90,39,-7,11,20,255,4,7,60,0,0,0,0,0,1,0,0
1976,118,17,43,-11,11,14,296,42,4,54,1,0,0,0,0,0,0,0
1980,169,70,44,-8,28,78,217,1,4,39,1,0,0,0,0,0,0,0
2011,116,33,53,-10,11,11,526,69,5,73,0,0,0,1,0,0,0,0
1982,127,82,89,-5,13,96,239,23,4,71,0,0,0,1,0,0,0,0
1980,127,77,53,-6,39,76,210,0,6,78,1,0,0,0,0,0,0,0
1966,137,90,60,-7,7,62,219,4,5,65,1,0,0,0,0,0,0,0
1991,125,59,46,-9,10,24,284,0,3,74,0,1,0,0,0,0,0,0
2016,144,59,38,-6,9,27,291,35,5,73,0,1,0,0,0,0,0,0
2014,116,39,69,-11,12,38,213,49,3,52,0,0,0,0,0,0,0,1
2016,108,40,49,-8,14,15,598,49,3,67,0,1,0,0,0,0,0,0
2014,122,71,66,-5,12,48,258,7,4,74,0,0,0,0,0,0,1,0
1972,134,51,45,-16,72,56,102,13,6,29,1,0,0,0,0,0,0,0
1967,163,46,36,-14,92,18,337,29,7,67,0,1,0,0,0,0,0,0
1991,98,64,48,-12,8,73,202,6,3,49,1,0,0,0,0,0,0,0
1986,161,26,54,-16,8,36,394,83,5,45,1,0,0,0,0,0,0,0
1984,81,25,39,-11,10,20,177,79,4,59,0,0,0,0,1,0,0,0
1984,191,93,40,-7,9,73,408,0,6,70,0,0,0,0,0,0,1,0
2011,166,29,38,-8,12,17,201,95,5,75,0,1,0,0,0,0,0,0
1988,115,31,69,-17,10,56,266,80,3,57,0,1,0,0,0,0,0,0
1970,143,40,44,-8,11,41,243,63,3,79,0,1,0,0,0,0,0,0
2005,81,41,66,-9,16,37,386,60,3,43,0,0,0,0,0,0,0,1
1973,83,45,60,-10,21,80,265,37,4,75,1,0,0,0,0,0,0,0
2018,122,40,43,-10,12,63,195,48,5,28,0,0,0,0,0,0,0,1
2017,116,83,52,-4,8,48,331,0,4,62,0,0,0,1,0,0,0,0
1970,86,52,61,-10,12,80,206,37,3,72,1,0,0,0,0,0,0,0
1974,82,50,33,-16,13,11,1367,11,4,48,0,0,0,0,0,0,1,0
1979,120,66,79,-11,33,87,226,1,4,52,0,1,0,0,0,0,0,0
1985,174,61,76,-13,11,86,189,8,7,65,0,1,0,0,0,0,0,0
1977,152,67,55,-9,5,48,270,1,5,78,1,0,0,0,0,0,0,0
1993,84,37,54,-10,8,24,279,69,3,72,0,1,0,0,0,0,0,0
2011,82,52,43,-9,22,56,216,80,7,52,0,0,0,0,0,0,0,1
2014,94,34,38,-11,8,8,217,9,3,39,1,0,0,0,0,0,0,0
2003,173,55,34,-8,12,36,280,33,4,54,0,0,0,0,0,0,0,1
2004,92,57,62,-8,11,34,243,10,3,52,0,0,0,0,0,0,0,1
1978,121,57,80,-13,11,96,327,45,3,41,1,0,0,0,0,0,0,0
2018,198,61,30,-7,15,33,251,6,3,32,0,0,0,0,0,0,0,1
1979,128,85,77,-6,7,87,271,21,4,78,1,0,0,0,0,0,0,0
1971,129,93,63,-4,6,96,229,22,3,71,1,0,0,0,0,0,0,0
1974,136,14,45,-13,10,16,176,96,3,61,0,0,0,1,0,0,0,0
1995,127,79,77,-10,5,96,266,2,3,74,0,0,0,0,0,1,0,0
1985,185,52,73,-11,8,96,203,7,12,60,0,0,0,0,0,0,1,0
1982,114,19,69,-19,17,32,245,67,3,31,1,0,0,0,0,0,0,0
1982,115,60,62,-8,12,58,228,14,4,24,0,0,0,0,0,0,0,1
2015,161,38,35,-8,15,36,230,61,3,26,0,0,0,0,0,0,0,1
1991,108,53,91,-9,5,90,241,50,5,54,1,0,0,0,0,0,0,0
2015,125,88,56,-3,87,51,317,0,3,69,0,0,1,0,0,0,0,0
2009,128,91,60,-4,12,41,305,0,8,76,0,0,1,0,0,0,0,0
2004,107,79,69,-4,58,75,206,6,17,75,0,1,0,0,0,0,0,0
1977,177,32,29,-12,12,38,201,80,3,72,1,0,0,0,0,0,0,0
1992,124,65,76,-15,9,86,332,21,3,57,0,1,0,0,0,0,0,0
2015,117,74,64,-4,17,79,216,1,3,85,0,1,0,0,0,0,0,0
1995,110,43,60,-10,17,27,336,29,3,49,1,0,0,0,0,0,0,0
1991,100,66,67,-8,11,70,244,0,3,63,1,0,0,0,0,0,0,0
2000,122,67,63,-7,28,48,298,64,3,43,1,0,0,0,0,0,0,0
